Date,Time,Latitude,Longitude
2012-08-10,06:51:14,35.96699,-5.66819
2012-08-10,06:56:14,35.96734,-5.66898
2012-08-10,07:01:14,35.96753,-5.66964
2012-08-10,07:06:14,35.96779,-5.66996
2012-08-10,07:11:14,35.96805,-5.67012
2012-08-10,07:16:14,35.96838,-5.67025
2012-08-10,07:21:14,35.96873,-5.67025
2012-08-10,07:26:14,35.96916,-5.67009
2012-08-10,07:31:14,35.9695,-5.66981
2012-08-10,07:36:14,35.96979,-5.66938
2012-08-10,07:41:14,35.97012,-5.66878
2012-08-10,07:46:14,35.97046,-5.66812
2012-08-10,07:51:14,35.97076,-5.66733
2012-08-10,07:56:14,35.97098,-5.66622
2012-08-10,08:01:14,35.97105,-5.66481
2012-08-10,08:06:14,35.97091,-5.66324
2012-08-10,08:11:14,35.97072,-5.66177
2012-08-10,08:16:14,35.97037,-5.66024
2012-08-10,08:21:14,35.96993,-5.65869
2012-08-10,08:21:35,35.96993,-5.65859
2012-08-10,08:26:14,35.96947,-5.65714
2012-08-10,08:31:14,35.96913,-5.65558
2012-08-10,08:36:14,35.96863,-5.654
2012-08-10,08:41:14,35.96812,-5.65237
2012-08-10,08:46:14,35.96763,-5.65078
2012-08-10,08:51:14,35.96708,-5.64917
2012-08-10,08:56:14,35.96657,-5.64768
2012-08-10,09:01:14,35.96606,-5.64613
2012-08-10,09:06:14,35.96555,-5.64455
2012-08-10,09:11:14,35.96509,-5.64294
2012-08-10,09:16:14,35.96474,-5.6413
2012-08-10,09:21:14,35.96427,-5.63972
2012-08-10,09:26:14,35.9638,-5.6381
2012-08-10,09:31:14,35.96323,-5.63646
2012-08-10,09:36:14,35.96275,-5.63472
2012-08-10,09:41:14,35.96222,-5.63303
2012-08-10,09:46:14,35.9616,-5.63131
2012-08-10,09:51:14,35.96104,-5.6296
2012-08-10,09:51:36,35.961,	,-5.62951
2012-08-10,09:56:14,35.96058,-5.62792
2012-08-10,10:01:14,35.96021,-5.62616
2012-08-10,10:06:14,35.95993,-5.6244
2012-08-10,10:11:14,35.95985,-5.6227
2012-08-10,10:16:14,35.95991,-5.62114
2012-08-10,10:21:14,35.96002,-5.61958
2012-08-10,10:21:36,35.96002,-5.61948
2012-08-10,10:26:14,35.96021,-5.61811
2012-08-10,10:31:14,35.96042,-5.61647
2012-08-10,10:36:14,35.96085,-5.61462
2012-08-10,10:41:14,35.96123,-5.61279
2012-08-10,10:46:14,35.96163,-5.61083
2012-08-10,10:51:14,35.96195,-5.60877
2012-08-10,10:56:14,35.9624,,-5.60669
2012-08-10,10:56:36,35.96244,-5.60653
2012-08-10,11:01:14,35.96294,-5.60453
2012-08-10,11:01:15,35.96294,-5.60452
2012-08-10,11:05:00,35.96354,-5.60279
2012-08-10,11:06:14,35.96357,-5.60243
2012-08-10,11:06:35,35.9636,-5.60229
2012-08-10,11:09:04,35.96388,-5.60101
2012-08-10,11:11:14,35.96406,-5.60015
2012-08-10,11:16:14,35.96459,-5.5978
2012-08-10,11:21:14,35.96493,-5.59533
2012-08-10,11:26:14,35.96534,-5.59297
2012-08-10,11:31:14,35.9659,-5.59066
2012-08-10,11:31:36,35.9659,-5.59049
2012-08-10,11:36:14,35.9663,-5.58822
2012-08-10,11:41:14,35.96682,-5.58571
2012-08-10,11:46:14,35.96741,-5.58312
2012-08-10,11:51:14,35.96792,-5.58061
2012-08-10,11:56:14,35.96826,-5.57803
2012-08-10,12:01:14,35.9687,-5.57557
2012-08-10,12:06:14,35.96924,-5.5732
2012-08-10,12:11:14,35.96967,-5.57086
2012-08-10,12:11:35,35.96969,-5.57069
2012-08-10,12:16:14,35.97016,-5.56861
