Date,Time,Latitude,Longitude
2012-03-01,09:06:06,35.94134,-5.59855
2012-03-01,09:16:07,35.94133,-5.59177
2012-03-01,09:26:07,35.94135,-5.5848
2012-03-01,09:36:07,35.94149,-5.57759
2012-03-01,09:46:07,35.94174,-5.57001
2012-03-01,09:56:06,35.94215,-5.56229
2012-03-01,10:06:07,35.94263,-5.55431
2012-03-01,10:16:07,35.94326,-5.54632
2012-03-01,10:16:28,35.9433,-5.54608
2012-03-01,10:26:07,35.94424,-5.53832
2012-03-01,10:36:07,35.9456,-5.53027
2012-03-01,10:46:07,35.94733,-5.52239
2012-03-01,10:56:07,35.94937,-5.51429
2012-03-01,11:06:07,35.95166,-5.50581
2012-03-01,11:16:07,35.95411,-5.49699
2012-03-01,11:26:07,35.95667,-5.48782
2012-03-01,11:36:07,35.95931,-5.47822
2012-03-01,11:46:07,35.96186,-5.46832
2012-03-01,11:56:07,35.9644,-5.45839
2012-03-01,12:06:07,35.96452,-5.45806
2012-03-01,12:13:49,35.96842,-5.44044
2012-03-01,12:16:07,35.96885,-5.43811
2012-03-01,12:26:07,35.97059,-5.42777
2012-03-01,12:36:07,35.97202,-5.41738
2012-03-01,12:46:07,35.97319,-5.40739
2012-03-01,12:56:07,35.97399,-5.39759
2012-03-01,12:56:29,35.97403,-5.39723
2012-03-01,13:06:07,35.97462,-5.38805
2012-03-01,13:16:07,35.97527,-5.37923
2012-03-01,13:16:13,35.97527,-5.37915
2012-03-01,13:26:07,35.97593,-5.37085
2012-03-01,13:26:28,35.97595,-5.37054
2012-03-01,13:36:07,35.97645,-5.3629
