Date,Time,Latitude,Longitude
2012-06-01,07:43:16,35.97609,-5.75336
2012-06-01,07:45:16,35.97659,-5.75485
2012-06-01,07:47:16,35.97718,-5.75634
2012-06-01,07:49:16,35.97753,-5.75787
2012-06-01,07:51:16,35.97776,-5.75913
2012-06-01,07:53:16,35.9779,-5.76033
2012-06-01,07:55:16,35.97802,-5.76172
2012-06-01,07:57:16,35.97825,-5.76312
2012-06-01,07:59:16,35.97869,-5.76453
2012-06-01,08:01:16,35.97914,-5.76595
2012-06-01,08:03:16,35.97963,-5.76717
2012-06-01,08:05:16,35.98002,-5.76836
2012-06-01,08:07:16,35.98025,-5.76947
2012-06-01,08:09:16,35.98035,-5.77063
2012-06-01,08:11:16,35.98033,-5.77183
2012-06-01,08:13:16,35.98029,-5.77309
2012-06-01,08:15:16,35.9802,-5.77414
2012-06-01,08:17:16,35.9801,-5.7752
2012-06-01,08:19:16,35.98008,-5.77618
2012-06-01,08:21:16,35.98021,-5.77713
2012-06-01,08:23:16,35.98049,-5.77813
2012-06-01,08:25:16,35.98074,-5.77918
2012-06-01,08:27:16,35.98096,-5.78013
2012-06-01,08:29:16,35.98115,-5.78122
2012-06-01,08:31:16,35.98135,-5.7824
2012-06-01,08:33:16,35.98158,-5.78372
2012-06-01,08:35:16,35.98181,-5.78496
2012-06-01,08:37:16,35.98206,-5.78591
2012-06-01,08:39:16,35.98234,-5.78671
2012-06-01,08:41:16,35.98258,-5.78752
2012-06-01,08:43:16,35.98274,-5.78837
2012-06-01,08:45:16,35.98289,-5.78916
2012-06-01,08:47:16,35.98305,-5.78985
2012-06-01,08:49:16,35.9832,-5.79048
2012-06-01,08:51:16,35.98334,-5.79105
2012-06-01,08:53:16,35.98351,-5.79157
2012-06-01,08:55:16,35.98362,-5.79208
2012-06-01,08:57:16,35.98368,-5.79254
2012-06-01,08:59:16,35.98372,-5.7929
2012-06-01,09:01:16,35.9838,-5.79329
2012-06-01,09:03:16,35.98385,-5.79366
2012-06-01,09:05:16,35.98393,-5.79404
2012-06-01,09:07:16,35.984,-5.7944
2012-06-01,09:09:16,35.98406,-5.79476
2012-06-01,09:11:16,35.98418,-5.79509
2012-06-01,09:13:16,35.98433,-5.79537
2012-06-01,09:15:16,35.98451,-5.79555
2012-06-01,09:17:16,35.98466,-5.79574
2012-06-01,09:19:16,35.98477,-5.79589
2012-06-01,09:21:16,35.98487,-5.79596
2012-06-01,09:23:16,35.9849,-5.79602
2012-06-01,09:25:16,35.98496,-5.79604
2012-06-01,09:27:16,35.98496,-5.79606
2012-06-01,09:29:16,35.98498,-5.79599
2012-06-01,09:31:16,35.98499,-5.79599
2012-06-01,09:33:16,35.98502,-5.79589
2012-06-01,09:35:16,35.98503,-5.79577
2012-06-01,09:37:16,35.98504,-5.79565
2012-06-01,09:39:16,35.98503,-5.79547
2012-06-01,09:41:16,35.98503,-5.79527
2012-06-01,09:43:16,35.98497,-5.79502
2012-06-01,09:45:16,35.98486,-5.79476
2012-06-01,09:47:16,35.98477,-5.79438
2012-06-01,09:49:16,35.9847,-5.79396
2012-06-01,09:51:16,35.98455,-5.79359
2012-06-01,09:53:16,35.98436,-5.79315
2012-06-01,09:55:16,35.98413,-5.79267
2012-06-01,09:57:16,35.98394,-5.79219
2012-06-01,09:59:16,35.98374,-5.79163
2012-06-01,10:01:16,35.98356,-5.79111
2012-06-01,10:03:16,35.98336,-5.7905
2012-06-01,10:05:16,35.98313,-5.7898
2012-06-01,10:07:16,35.9829,-5.78915
2012-06-01,10:09:16,35.98269,-5.78846
2012-06-01,10:11:16,35.98247,-5.78769
2012-06-01,10:13:16,35.98221,-5.78691
2012-06-01,10:15:16,35.98198,-5.78614
2012-06-01,10:17:16,35.98175,-5.78535
2012-06-01,10:19:16,35.98153,-5.78449
2012-06-01,10:21:16,35.9813,-5.78369
2012-06-01,10:23:16,35.98109,-5.78293
2012-06-01,10:25:16,35.9809,-5.78218
2012-06-01,10:27:16,35.98071,-5.78144
2012-06-01,10:29:16,35.98052,-5.78063
2012-06-01,10:31:16,35.98029,-5.77977
2012-06-01,10:33:16,35.98002,-5.77882
2012-06-01,10:35:16,35.97979,-5.77785
2012-06-01,10:37:16,35.97951,-5.77679
2012-06-01,10:39:16,35.97916,-5.77571
2012-06-01,10:41:16,35.97879,-5.77461
2012-06-01,10:43:16,35.97843,-5.7735
2012-06-01,10:45:16,35.97803,-5.77236
2012-06-01,10:47:16,35.9776,-5.77123
2012-06-01,10:49:16,35.97718,-5.77004
2012-06-01,10:51:16,35.97669,-5.76884
2012-06-01,10:53:16,35.9762,-5.76758
2012-06-01,10:55:16,35.9757,-5.76631
2012-06-01,10:57:16,35.97518,-5.76504
2012-06-01,10:59:16,35.97464,-5.7637
2012-06-01,11:01:16,35.97411,-5.76232
2012-06-01,11:03:16,35.97363,-5.76094
2012-06-01,11:05:16,35.97315,-5.75958
2012-06-01,11:07:16,35.97265,-5.7581
2012-06-01,11:09:16,35.97224,-5.75658
2012-06-01,11:11:16,35.97176,-5.75506
2012-06-01,11:13:16,35.97131,-5.75352
2012-06-01,11:15:16,35.97083,-5.75201
2012-06-01,11:17:16,35.97036,-5.75051
2012-06-01,11:21:16,35.96954,-5.74748
2012-06-01,11:23:16,35.96923,-5.746
2012-06-01,11:25:16,35.96898,-5.74452
2012-06-01,11:29:16,35.96871,-5.74151
2012-06-01,11:31:16,35.9686,-5.73997
2012-06-01,11:33:16,35.96847,-5.73838
2012-06-01,11:35:16,35.96834,-5.73672
2012-06-01,11:37:16,35.96821,-5.73506
2012-06-01,11:39:16,35.96809,-5.73342
2012-06-01,11:41:16,35.96799,-5.73173
2012-06-01,11:43:16,35.96789,-5.73001
2012-06-01,11:45:16,35.96781,-5.72832
