Date,Time,Latitude,Longitude
2012-08-03,07:45:52,35.95072,-5.76822
2012-08-03,07:50:52,35.95155,-5.76606
2012-08-03,07:55:52,35.95222,-5.76408
2012-08-03,08:00:52,35.9528,-5.76257
2012-08-03,08:05:52,35.9531,-5.76109
2012-08-03,08:10:52,35.9534,-5.7598
2012-08-03,08:15:52,35.95357,-5.75818
2012-08-03,08:20:52,35.95381,-5.75651
2012-08-03,08:25:52,35.95417,-5.75506
2012-08-03,08:30:52,35.95464,-5.7532
2012-08-03,08:35:52,35.95538,-5.75162
2012-08-03,08:40:52,35.95628,-5.75049
2012-08-03,08:45:52,35.95686,-5.74944
2012-08-03,08:50:52,35.95727,-5.7486
2012-08-03,08:55:52,35.95771,-5.7477
2012-08-03,09:00:52,35.95826,-5.74685
2012-08-03,09:05:52,35.95866,-5.7461
2012-08-03,09:10:52,35.95896,-5.74564
2012-08-03,09:15:52,35.95923,-5.74539
2012-08-03,09:20:52,35.95978,-5.74569
2012-08-03,09:25:52,35.96048,-5.74629
2012-08-03,09:30:52,35.96197,-5.74839
2012-08-03,09:35:52,35.96339,-5.75056
2012-08-03,09:36:14,35.96347,-5.7507
2012-08-03,09:40:52,35.96445,-5.75221
2012-08-03,09:45:52,35.96544,-5.7535
2012-08-03,09:50:52,35.96614,-5.7546
2012-08-03,09:55:52,35.96677,-5.75543
2012-08-03,10:00:52,35.96756,-5.7562
2012-08-03,10:05:52,35.96909,-5.75821
2012-08-03,10:10:52,35.97069,-5.7613
2012-08-03,10:15:52,35.97184,-5.76256
2012-08-03,10:20:52,35.97273,-5.7629
2012-08-03,10:25:52,35.97347,-5.76288
2012-08-03,10:30:52,35.97403,-5.76308
2012-08-03,10:31:14,35.97406,-5.76311
2012-08-03,10:35:52,35.97455,-5.76349
2012-08-03,10:40:52,35.97525,-5.76423
2012-08-03,10:45:52,35.97619,-5.76518
2012-08-03,10:50:52,35.97701,-5.76629
2012-08-03,10:55:52,35.978,-5.76708
2012-08-03,11:00:52,35.97917,-5.76857
2012-08-03,11:05:52,35.98013,-5.77035
2012-08-03,11:10:52,35.98036,-5.7721
2012-08-03,11:15:52,35.98025,-5.77418
2012-08-03,11:16:14,35.9803,-5.77435
2012-08-03,11:20:52,35.98065,-5.77609
2012-08-03,11:25:52,35.98158,-5.77817
2012-08-03,11:30:52,35.98224,-5.78029
